sampleid,popcode,suppopcode
HG01474,CLM,AMR
HGDP01348,,
R6,,
HG01509,IBS,EUR
HG01479,CLM,AMR
HGDP00597,,
Ale22,,
HG01511,IBS,EUR
HG01481,CLM,AMR
mixe0007,,
NA17385,,
HG01516,IBS,EUR
HG01486,CLM,AMR
Tuba19,,
HGDP00702,,
HG01523,IBS,EUR
HG01493,CLM,AMR
NA15763,,
ND19394,,
HG01528,IBS,EUR
HG01498,CLM,AMR
HGDP00554,,
HGDP01414,,
HG01530,IBS,EUR
HG01501,IBS,EUR
K1,,
HGDP00548,,
HG01617,IBS,EUR
HG01614,IBS,EUR
HGDP00857,,
HGDP00125,,
HG01624,IBS,EUR
HG01619,IBS,EUR
Y4,,
HGDP01320,,
HG01629,IBS,EUR
HG01621,IBS,EUR
altai363p,,
BulgarianC1,,
HG01631,IBS,EUR
HG01626,IBS,EUR
ND15865,,
NA15202,,
HG01667,IBS,EUR
HG01633,IBS,EUR
HGDP01211,,
HGDP00656,,
HG01674,IBS,EUR
HG01669,IBS,EUR
Peru60,,
HGDP00783,,
HG01566,PEL,AMR
HG01671,IBS,EUR
NA00726,,
HGDP01034,,
HG01573,PEL,AMR
HG01378,CLM,AMR
mixe0002,,
zapo0098,,
HG01578,PEL,AMR
HG01385,CLM,AMR
NA17377,,
HGDP00428,,
HG01679,IBS,EUR
HG01392,PUR,AMR
HGDP00903,,
DNK11,,
HG01681,IBS,EUR
HG01397,PUR,AMR
IHW9118,,
Jordan603,,
HG01686,IBS,EUR
HG01405,PUR,AMR
HGDP01228,,
GM21487,MKK,
HG01698,IBS,EUR
HG01412,PUR,AMR
HGDP00749,,
HG01701,IBS,EUR
HG01594,PJL,SAS
HGDP01297,,
HG01768,IBS,EUR
HG01599,KHV,EAS
HGDP01355,,
HG01770,IBS,EUR
HG01602,IBS,EUR
HGDP01312,,
HG01775,IBS,EUR
HG01607,IBS,EUR
tdj409_shugnan,,
HG01782,IBS,EUR
HG01506,IBS,EUR
abh107,,
HG01787,IBS,EUR
HG01513,IBS,EUR
HGDP01076,,
HG01706,IBS,EUR
HG01518,IBS,EUR
HGDP00991,,
HG01756,IBS,EUR
HG01520,IBS,EUR
HGDP00775,,
HG01763,IBS,EUR
HG01525,IBS,EUR
HGDP01153,,
HG01794,CDX,EAS
HG01532,IBS,EUR
HGDP00713,,
HG01799,CDX,EAS
HG01537,IBS,EUR
HGDP00915,,
HG01802,CDX,EAS
HG01551,CLM,AMR
HGDP00852,,
HG01807,CDX,EAS
HG01556,CLM,AMR
HGDP01172,,
HG01888,ACB,AFR
HG01431,CLM,AMR
NA13616,,
HG01890,ACB,AFR
HG01443,CLM,AMR
HGDP00650,,
HG01895,ACB,AFR
HG01455,CLM,AMR
B17,,
HG01915,ACB,AFR
HG01462,CLM,AMR
HGDP01242,,
HG01922,PEL,AMR
HG01676,IBS,EUR
lez42,,
HG01953,PEL,AMR
HG01683,IBS,EUR
HGDP00338,,
HG01958,ACB,AFR
HG01695,IBS,EUR
HGDP01223,,
HG01960,ACB,AFR
HG01979,PEL,AMR
HGDP00530,,
HG01965,PEL,AMR
HG01981,PEL,AMR
KD4,,
HG01972,PEL,AMR
HG01986,ACB,AFR
HGDP00124,,
HG01977,PEL,AMR
HG01993,PEL,AMR
NA13604,,
HG01984,PEL,AMR
HG01998,PEL,AMR
HGDP01191,,
HG01989,ACB,AFR
HG01892,PEL,AMR
HGDP00737,,
HG01991,PEL,AMR
HG01897,ACB,AFR
HGDP01350,,
HG02002,PEL,AMR
HG01912,ACB,AFR
Esk29,,
HG02014,ACB,AFR
HG01917,PEL,AMR
Ayodo_430C,,
HG02019,KHV,EAS
HG01924,PEL,AMR
HGDP00725,,
HG02021,KHV,EAS
HG01866,KHV,EAS
HGDP00706,,
HG02026,KHV,EAS
HG01873,KHV,EAS
Ale14,,
HG01927,PEL,AMR
HG01878,KHV,EAS
mixa0099,,
HG01934,PEL,AMR
HG01880,ACB,AFR
HGDP01401,,
HG01939,PEL,AMR
HG01885,ACB,AFR
HGDP01095,,
HG01941,PEL,AMR
HG01772,IBS,EUR
Nlk1,,
HG01946,PEL,AMR
HG01777,IBS,EUR
HGDP00232,,
HG01864,KHV,EAS
HG01784,IBS,EUR
IraqiJew4291,,
HG01869,KHV,EAS
HG01789,GBR,EUR
HG01871,KHV,EAS
HG01703,IBS,EUR
HG01883,ACB,AFR
HG01708,IBS,EUR
HG02064,KHV,EAS
HG01710,IBS,EUR
HG02069,KHV,EAS
HG01746,IBS,EUR
HG02071,KHV,EAS
HG01765,IBS,EUR
HG02076,KHV,EAS
HG00134,GBR,EUR
HG01791,GBR,EUR
HG02040,KHV,EAS
HG00139,GBR,EUR
HG01796,CDX,EAS
HG02052,ACB,AFR
HG00141,GBR,EUR
HG01804,CDX,EAS
HG02057,KHV,EAS
HG00146,GBR,EUR
HG01809,CDX,EAS
HG01840,KHV,EAS
HG00153,GBR,EUR
HG01811,CDX,EAS
HG01845,KHV,EAS
HG00158,GBR,EUR
HG01950,PEL,AMR
HG01852,KHV,EAS
HG00160,GBR,EUR
HG01955,PEL,AMR
HG01857,KHV,EAS
HG00177,FIN,EUR
HG01967,PEL,AMR
HG02083,KHV,EAS
HG00189,FIN,EUR
HG01974,PEL,AMR
HG02088,KHV,EAS
HG00235,GBR,EUR
HG01936,PEL,AMR
HG02090,PEL,AMR
HG00242,GBR,EUR
HG01943,PEL,AMR
HG02095,ACB,AFR
HG00247,GBR,EUR
HG01948,PEL,AMR
HG02108,ACB,AFR
HG00254,GBR,EUR
HG01816,CDX,EAS
HG02273,PEL,AMR
HG00259,GBR,EUR
HG01842,KHV,EAS
HG02278,PEL,AMR
HG00261,GBR,EUR
HG01847,KHV,EAS
HG02280,ACB,AFR
HG00266,FIN,EUR
HG01859,KHV,EAS
HG02285,PEL,AMR
HG00273,FIN,EUR
HG01861,KHV,EAS
HG02292,PEL,AMR
HG00278,FIN,EUR
HG02004,PEL,AMR
HG02300,PEL,AMR
HG00379,FIN,EUR
HG02009,ACB,AFR
HG02122,KHV,EAS
HG00381,FIN,EUR
HG02011,ACB,AFR
HG02127,KHV,EAS
HG00406,CHS,EAS
HG02016,KHV,EAS
HG02134,KHV,EAS
HG00418,CHS,EAS
HG02023,KHV,EAS
HG02139,KHV,EAS
HG00420,CHS,EAS
HG02028,KHV,EAS
HG02141,KHV,EAS
HG00437,CHS,EAS
HG02030,KHV,EAS
HG02146,PEL,AMR
HG00444,CHS,EAS
HG02035,KHV,EAS
HG02235,IBS,EUR
HG00449,CHS,EAS
HG02047,KHV,EAS
HG02254,PEL,AMR
HG00451,CHS,EAS
HG02054,ACB,AFR
HG02259,PEL,AMR
HG00463,CHS,EAS
HG02059,KHV,EAS
HG02261,PEL,AMR
HG00475,CHS,EAS
HG02061,KHV,EAS
HG02266,PEL,AMR
HG00280,FIN,EUR
HG02073,KHV,EAS
HG02343,ACB,AFR
HG00285,FIN,EUR
HG02078,KHV,EAS
HG02348,PEL,AMR
HG00312,FIN,EUR
HG02080,KHV,EAS
HG02355,CDX,EAS
HG00324,FIN,EUR
HG02275,PEL,AMR
HG02367,CDX,EAS
HG00329,FIN,EUR
HG02282,ACB,AFR
HG02374,CDX,EAS
HG00331,FIN,EUR
HG02287,PEL,AMR
HG02379,CDX,EAS
HG00336,FIN,EUR
HG02299,PEL,AMR
HG02184,CDX,EAS
HG00343,FIN,EUR
HG02302,PEL,AMR
HG02189,CDX,EAS
HG00350,FIN,EUR
HG02307,ACB,AFR
HG02223,IBS,EUR
HG00355,FIN,EUR
HG02314,ACB,AFR
HG02230,IBS,EUR
HG00362,FIN,EUR
HG02321,ACB,AFR
HG02381,CDX,EAS
HG00367,FIN,EUR
HG02181,CDX,EAS
HG02386,CDX,EAS
HG00103,GBR,EUR
HG02186,CDX,EAS
HG02398,CDX,EAS
HG00108,GBR,EUR
HG02218,IBS,EUR
HG02401,CDX,EAS
HG00110,GBR,EUR
HG02220,IBS,EUR
HG02406,CDX,EAS
HG00115,GBR,EUR
HG02225,IBS,EUR
HG02312,PEL,AMR
HG00122,GBR,EUR
HG02148,PEL,AMR
HG02317,ACB,AFR
HG00127,GBR,EUR
HG02150,PEL,AMR
HG02153,CDX,EAS
HG02155,CDX,EAS
HG02165,CDX,EAS
HG02179,CDX,EAS
HG02603,PJL,SAS
HG02129,KHV,EAS
HG02610,GWD,AFR
HG02131,KHV,EAS
HG02615,GWD,AFR
HG02136,KHV,EAS
HG02622,GWD,AFR
HG02143,ACB,AFR
HG02634,GWD,AFR
HG02232,IBS,EUR
HG02646,GWD,AFR
HG02237,IBS,EUR
HG02653,PJL,SAS
HG00502,CHS,EAS
HG02256,ACB,AFR
HG02735,PJL,SAS
HG00514,CHS,EAS
HG02345,PEL,AMR
HG02759,GWD,AFR
HG00526,CHS,EAS
HG02364,CDX,EAS
HG02761,GWD,AFR
HG00533,CHS,EAS
HG02371,CDX,EAS
HG02773,GWD,AFR
HG00538,CHS,EAS
HG02085,KHV,EAS
HG02778,PJL,SAS
HG00552,PUR,AMR
HG02105,PEL,AMR
HG02780,PJL,SAS
HG00557,CHS,EAS
HG02600,PJL,SAS
HG02785,PJL,SAS
HG00583,CHS,EAS
HG02605,PJL,SAS
HG02691,PJL,SAS
HG00590,CHS,EAS
HG02612,GWD,AFR
HG02696,PJL,SAS
HG00639,PUR,AMR
HG02624,GWD,AFR
HG02704,GWD,AFR
HG00641,PUR,AMR
HG02629,GWD,AFR
HG02716,GWD,AFR
HG00653,CHS,EAS
HG02636,GWD,AFR
HG02723,GWD,AFR
HG00658,CHS,EAS
HG02643,GWD,AFR
HG02728,PJL,SAS
HG00672,CHS,EAS
HG02648,PJL,SAS
HG02557,ACB,AFR
HG00684,CHS,EAS
HG02650,PJL,SAS
HG02569,GWD,AFR
HG00689,CHS,EAS
HG02554,ACB,AFR
HG02571,GWD,AFR
HG00691,CHS,EAS
HG02559,ACB,AFR
HG02583,GWD,AFR
HG00704,CHS,EAS
HG02561,GWD,AFR
HG02588,GWD,AFR
HG00709,CHS,EAS
HG02573,GWD,AFR
HG02590,GWD,AFR
HG00716,CHS,EAS
HG02580,ACB,AFR
HG02595,GWD,AFR
HG01029,CDX,EAS
HG02585,GWD,AFR
HG02792,PJL,SAS
HG01031,CDX,EAS
HG02597,PJL,SAS
HG02800,GWD,AFR
HG01048,PUR,AMR
HG02655,PJL,SAS
HG02805,GWD,AFR
HG01050,PUR,AMR
HG02662,PJL,SAS
HG02812,GWD,AFR
HG01055,PUR,AMR
HG02667,GWD,AFR
HG02817,GWD,AFR
HG01062,PUR,AMR
HG02679,GWD,AFR
HG02836,GWD,AFR
HG01067,PUR,AMR
HG02681,PJL,SAS
HG02420,ACB,AFR
HG01074,PUR,AMR
HG02686,PJL,SAS
HG02425,PEL,AMR
HG01079,PUR,AMR
HG02465,GWD,AFR
HG02449,ACB,AFR
HG01081,PUR,AMR
HG02477,ACB,AFR
HG02451,ACB,AFR
HG01086,PUR,AMR
HG02484,ACB,AFR
HG02463,GWD,AFR
HG00728,CHS,EAS
HG02489,ACB,AFR
HG02658,PJL,SAS
HG00730,CHS,EAS
HG02491,PJL,SAS
HG02660,PJL,SAS
HG00735,PUR,AMR
HG02737,PJL,SAS
HG02677,GWD,AFR
HG00742,PUR,AMR
HG02756,GWD,AFR
HG02684,PJL,SAS
HG00759,CDX,EAS
HG02763,GWD,AFR
HG02689,PJL,SAS
HG00766,CDX,EAS
HG02768,GWD,AFR
HG02502,ACB,AFR
HG00867,CDX,EAS
HG02770,GWD,AFR
HG02514,KHV,EAS
HG00879,CDX,EAS
HG02775,PJL,SAS
HG02521,KHV,EAS
HG00881,CDX,EAS
HG02408,CDX,EAS
HG02526,KHV,EAS
HG00956,CDX,EAS
HG02410,CDX,EAS
HG02545,ACB,AFR
HG00982,CDX,EAS
HG02415,PEL,AMR
HG02470,ACB,AFR
HG01322,PUR,AMR
HG02427,ACB,AFR
HG02494,PJL,SAS
HG01327,PUR,AMR
HG02439,ACB,AFR
HG02855,GWD,AFR
HG01334,GBR,EUR
HG02496,ACB,AFR
HG02862,GWD,AFR
HG01341,CLM,AMR
HG02511,ACB,AFR
HG02879,GWD,AFR
HG01346,CLM,AMR
HG02523,KHV,EAS
HG02881,GWD,AFR
HG01353,CLM,AMR
HG02547,ACB,AFR
HG02886,GWD,AFR
HG01358,CLM,AMR
HG02383,CDX,EAS
HG02944,ESN,AFR
HG01360,CLM,AMR
HG02388,CDX,EAS
HG02982,GWD,AFR
HG01365,CLM,AMR
HG02390,CDX,EAS
HG03012,BEB,SAS
HG01149,CLM,AMR
HG02395,CDX,EAS
HG03017,PJL,SAS
HG01168,PUR,AMR
HG02698,PJL,SAS
HG03024,GWD,AFR
HG01170,PUR,AMR
HG02701,PJL,SAS
HG03029,GWD,AFR
HG01175,PUR,AMR
HG02725,PJL,SAS
HG03048,GWD,AFR
HG01182,PUR,AMR
HG02984,GWD,AFR
HG03050,GWD,AFR
HG01187,PUR,AMR
HG03007,BEB,SAS
HG03055,MSL,AFR
HG01199,PUR,AMR
HG03019,PJL,SAS
HG03062,MSL,AFR
HG01252,CLM,AMR
HG03021,PJL,SAS
HG03238,PJL,SAS
HG00595,CHS,EAS
HG03026,GWD,AFR
HG03240,GWD,AFR
HG00608,CHS,EAS
HG03033,GWD,AFR
HG03074,MSL,AFR
HG00610,CHS,EAS
HG03040,GWD,AFR
HG03079,MSL,AFR
HG00615,CHS,EAS
HG03045,GWD,AFR
HG03081,MSL,AFR
HG00622,CHS,EAS
HG02840,GWD,AFR
HG03086,MSL,AFR
HG00627,CHS,EAS
HG02852,GWD,AFR
HG03098,MSL,AFR
HG00634,CHS,EAS
HG02869,GWD,AFR
HG03101,ESN,AFR
HG01098,PUR,AMR
HG02871,GWD,AFR
HG03168,ESN,AFR
HG01101,PUR,AMR
HG02883,GWD,AFR
HG03170,ESN,AFR
HG01106,PUR,AMR
HG02888,GWD,AFR
HG03175,ESN,AFR
HG01113,CLM,AMR
HG02890,GWD,AFR
HG03194,ESN,AFR
HG01125,CLM,AMR
HG02895,GWD,AFR
HG03199,ESN,AFR
HG01137,CLM,AMR
HG02922,ESN,AFR
HG03202,ESN,AFR
HG01257,CLM,AMR
HG02939,ESN,AFR
HG03113,ESN,AFR
HG01269,CLM,AMR
HG02941,ESN,AFR
HG03118,ESN,AFR
HG01271,CLM,AMR
HG02787,PJL,SAS
HG03120,ESN,AFR
HG01276,CLM,AMR
HG02794,PJL,SAS
HG03125,ESN,AFR
HG01303,PUR,AMR
HG02799,GWD,AFR
HG03132,ESN,AFR
HG01308,PUR,AMR
HG02807,GWD,AFR
HG03137,ESN,AFR
HG01531,IBS,EUR
HG02814,GWD,AFR
HG03163,ESN,AFR
